1	34.86428
2	34.92336
3	34.98354
4	35.04433
5	35.10530
6	35.16611
7	35.22650
8	35.28629
9	35.34531
10	35.40342
11	35.46048
12	35.51640
13	35.57108
14	35.62449
15	35.67651
16	35.72707
17	35.77607
18	35.82345
19	35.86908
20	35.91285
21	35.95459
22	35.99380
23	36.03061
24	36.06484
25	36.09636
26	36.12505
27	36.15082
28	36.17360
29	36.19335
30	36.21013
31	36.22404
32	36.23531
33	36.24417
34	36.25092
35	36.25585
36	36.25924
37	36.26138
38	36.26244
39	36.26255
40	36.26171
41	36.25986
42	36.25628
43	36.25143
44	36.24522
45	36.23755
46	36.22837
47	36.21766
48	36.20537
49	36.19157
50	36.17630
51	36.15970
52	36.14193
53	36.12317
54	36.10365
55	36.08352
56	36.06297
57	36.04211
58	36.02105
59	35.99992
60	35.97886
61	35.95796
62	35.93695
63	35.91629
64	35.89606
65	35.87635
66	35.85726
67	35.83890
68	35.82137
69	35.80473
70	35.78905
71	35.77432
72	35.76054
73	35.74769
74	35.73574
75	35.72467
76	35.71445
77	35.70502
78	35.69633
79	35.68835
80	35.68104
81	35.67442
82	35.66877
83	35.66387
84	35.65976
85	35.65646
86	35.65399
87	35.65232
88	35.65143
89	35.65130
90	35.65188
91	35.65310
92	35.65487
93	35.65705
94	35.65951
95	35.66207
96	35.66457
97	35.66683
98	35.66868
99	35.66999
100	35.67069
101	35.67071
102	35.67074
103	35.67011
104	35.66892
105	35.66730
106	35.66546
107	35.66365
108	35.66210
109	35.66106
110	35.66076
111	35.66140
112	35.66321
113	35.66638
114	35.67107
115	35.67734
116	35.68525
117	35.69474
118	35.70573
119	35.71807
120	35.73158
121	35.74606
122	35.76180
123	35.77809
124	35.79473
125	35.81158
126	35.82848
127	35.84533
128	35.86206
129	35.87859
130	35.89493
131	35.91106
132	35.92698
133	35.94267
134	35.95811
135	35.97325
136	35.98808
137	36.00252
138	36.01651
139	36.02991
140	36.04258
141	36.05437
142	36.06503
143	36.07448
144	36.08256
145	36.08909
146	36.09395
147	36.09706
148	36.09842
149	36.09805
150	36.09600
151	36.09237
152	36.08723
153	36.08074
154	36.07309
155	36.06449
156	36.05514
157	36.04527
158	36.03504
159	36.02459
160	36.01402
161	36.00331
162	35.99194
163	35.98035
164	35.96854
165	35.95648
166	35.94418
167	35.93166
168	35.91894
169	35.90606
170	35.89305
171	35.87996
172	35.86679
173	35.85355
174	35.84025
175	35.82689
176	35.81347
177	35.79995
178	35.78627
179	35.77243
180	35.75843
181	35.74426
182	35.72940
183	35.71428
184	35.69887
185	35.68318
186	35.66730
187	35.65138
188	35.63559
189	35.62010
190	35.60507
191	35.59068
192	35.57707
193	35.56440
194	35.55288
195	35.54270
196	35.53407
197	35.52716
198	35.52217
199	35.51925
200	35.51854
201	35.52009
202	35.52366
203	35.52944
204	35.53728
205	35.54699
206	35.55832
207	35.57106
208	35.58499
209	35.59993
210	35.61572
211	35.63226
212	35.64946
213	35.66729
214	35.68576
215	35.70490
216	35.72478
217	35.74547
218	35.76700
219	35.78941
220	35.81265
221	35.83668
222	35.86160
223	35.88711
224	35.91307
225	35.93936
226	35.96582
227	35.99231
228	36.01869
229	36.04480
230	36.07053
231	36.09570
232	36.12021
233	36.14393
234	36.16677
235	36.18874
236	36.20987
237	36.23029
238	36.25018
239	36.26971
240	36.28903
241	36.30827
242	36.32825
243	36.34824
244	36.36819
245	36.38803
246	36.40771
247	36.42715
248	36.44631
249	36.46511
250	36.48348
251	36.50135
252	36.51866
253	36.53535
254	36.55144
255	36.56687
256	36.58170
257	36.59595
258	36.60966
259	36.62288
260	36.63560
261	36.64783
262	36.65997
263	36.67143
264	36.68209
265	36.69178
266	36.70042
267	36.70790
268	36.71421
269	36.71933
270	36.72324
271	36.72602
272	36.72773
273	36.72847
274	36.72830
275	36.72732
276	36.72561
277	36.72319
278	36.72014
279	36.71654
280	36.71247
281	36.70804
282	36.70263
283	36.69695
284	36.69097
285	36.68472
286	36.67820
287	36.67145
288	36.66449
289	36.65738
290	36.65017
291	36.64289
292	36.63564
293	36.62845
294	36.62140
295	36.61453
296	36.60781
297	36.60121
298	36.59460
299	36.58789
300	36.58093
301	36.57360
302	36.56506
303	36.55593
304	36.54620
305	36.53592
306	36.52519
307	36.51413
308	36.50289
309	36.49159
310	36.48037
311	36.46931
312	36.45852
313	36.44802
314	36.43778
315	36.42775
316	36.41780
317	36.40776
318	36.39743
319	36.38663
320	36.37519
321	36.36295
322	36.35007
323	36.33629
324	36.32167
325	36.30630
326	36.29039
327	36.27411
328	36.25772
329	36.24149
330	36.22577
331	36.21088
332	36.19712
333	36.18470
334	36.17371
335	36.16417
336	36.15599
337	36.14901
338	36.14297
339	36.13758
340	36.13250
341	36.12736
342	36.12251
343	36.11699
344	36.11056
345	36.10309
346	36.09457
347	36.08513
348	36.07497
349	36.06437
350	36.05360
351	36.04292
352	36.03258
353	36.02289
354	36.01412
355	36.00649
356	36.00017
357	35.99525
358	35.99177
359	35.98970
360	35.98895
361	35.98936
362	35.99099
363	35.99336
364	35.99624
365	35.99939
366	36.00260
367	36.00565
368	36.00833
369	36.01046
370	36.01186
371	36.01238
372	36.01191
373	36.01035
374	36.00772
375	36.00401
376	35.99923
377	35.99337
378	35.98638
379	35.97818
380	35.96866
381	35.95777
382	35.94528
383	35.93147
384	35.91640
385	35.90008
386	35.88253
387	35.86380
388	35.84395
389	35.82304
390	35.80112
391	35.77826
392	35.75454
393	35.73006
394	35.70496
395	35.67933
396	35.65329
397	35.62697
398	35.60051
399	35.57405
400	35.54773
401	35.52163
402	35.49551
403	35.46978
404	35.44450
405	35.41968
406	35.39532
407	35.37140
408	35.34789
409	35.32476
410	35.30204
411	35.27976
412	35.25801
413	35.23694
414	35.21667
415	35.19741
416	35.17927
417	35.16239
418	35.14684
419	35.13269
420	35.11997
421	35.10867
422	35.09870
423	35.08997
424	35.08237
425	35.07579
426	35.07012
427	35.06530
428	35.06126
429	35.05801
430	35.05558
431	35.05402
432	35.05344
433	35.05392
434	35.05562
435	35.05872
436	35.06340
437	35.06984
438	35.07816
439	35.08849
440	35.10091
441	35.11546
442	35.13228
443	35.15110
444	35.17179
445	35.19423
446	35.21821
447	35.24350
448	35.26980
449	35.29677
450	35.32413
451	35.35167
452	35.37927
453	35.40693
454	35.43467
455	35.46250
456	35.49046
457	35.51860
458	35.54699
459	35.57569
460	35.60474
461	35.63414
462	35.66386
463	35.69379
464	35.72377
465	35.75366
466	35.78325
467	35.81232
468	35.84068
469	35.86805
470	35.89418
471	35.91876
472	35.94150
473	35.96218
474	35.98064
475	35.99678
476	36.01056
477	36.02198
478	36.03110
479	36.03796
480	36.04267
481	36.04530
482	36.04575
483	36.04429
484	36.04106
485	36.03621
486	36.02992
487	36.02239
488	36.01379
489	36.00429
490	35.99403
491	35.98312
492	35.97163
493	35.95961
494	35.94709
495	35.93406
496	35.92052
497	35.90649
498	35.89193
499	35.87680
500	35.86100
501	35.84441
502	35.82673
503	35.80800
504	35.78812
505	35.76707
506	35.74488
507	35.72163
508	35.69744
509	35.67249
510	35.64695
511	35.62098
512	35.59477
513	35.56843
514	35.54206
515	35.51577
516	35.48964
517	35.46375
518	35.43821
519	35.41309
520	35.38844
521	35.36433
522	35.34082
523	35.31798
524	35.29589
525	35.27463
526	35.25425
527	35.23477
528	35.21621
529	35.19856
530	35.18184
531	35.16610
532	35.15138
533	35.13771
534	35.12512
535	35.11366
536	35.10338
537	35.09434
538	35.08662
539	35.08033
540	35.07559
541	35.07249
542	35.07103
543	35.07128
544	35.07317
545	35.07660
546	35.08142
547	35.08747
548	35.09458
549	35.10256
550	35.11118
551	35.12016
552	35.12918
553	35.13786
554	35.14590
555	35.15304
556	35.15907
557	35.16386
558	35.16729
559	35.16929
560	35.16985
561	35.16893
562	35.16665
563	35.16294
564	35.15791
565	35.15170
566	35.14443
567	35.13624
568	35.12723
569	35.11750
570	35.10715
571	35.09623
572	35.08482
573	35.07295
574	35.06062
575	35.04781
576	35.03456
577	35.02085
578	35.00675
579	34.99234
580	34.97774
581	34.96307
582	34.94895
583	34.93510
584	34.92175
585	34.90911
586	34.89743
587	34.88689
588	34.87761
589	34.86967
590	34.86313
591	34.85801
592	34.85427
593	34.85188
594	34.85072
595	34.85067
596	34.85159
597	34.85331
598	34.85566
599	34.85852
600	34.86178
601	34.86533
602	34.86922
603	34.87317
604	34.87702
605	34.88066
606	34.88401
607	34.88708
608	34.88989
609	34.89251
610	34.89501
611	34.89746
612	34.89996
613	34.90261
614	34.90551
615	34.90874
616	34.91237
617	34.91644
618	34.92097
619	34.92601
620	34.93157
621	34.93763
622	34.94386
623	34.95046
624	34.95730
625	34.96428
626	34.97133
627	34.97843
628	34.98555
629	34.99272
630	34.99997
631	35.00729
632	35.01468
633	35.02208
634	35.02939
635	35.03653
636	35.04337
637	35.04981
638	35.05576
639	35.06109
640	35.06567
641	35.06938
642	35.07192
643	35.07337
644	35.07362
645	35.07260
646	35.07029
647	35.06668
648	35.06178
649	35.05560
650	35.04824
651	35.03983
652	35.03057
653	35.02073
654	35.01058
655	35.00040
656	34.99041
657	34.98077
658	34.97156
659	34.96280
660	34.95443
661	34.94640
662	34.93863
663	34.93093
664	34.92314
665	34.91516
666	34.90686
667	34.89820
668	34.88912
669	34.87968
670	34.86999
671	34.86020
672	34.85052
673	34.84121
674	34.83249
675	34.82469
676	34.81806
677	34.81290
678	34.80946
679	34.80795
680	34.80854
681	34.81134
682	34.81623
683	34.82337
684	34.83275
685	34.84432
686	34.85802
687	34.87374
688	34.89133
689	34.91062
690	34.93142
691	34.95353
692	34.97674
693	35.00083
694	35.02557
695	35.05080
696	35.07635
697	35.10199
698	35.12749
699	35.15262
700	35.17727
701	35.20144
702	35.22491
703	35.24822
704	35.27158
705	35.29507
706	35.31858
707	35.34173
708	35.36407
709	35.38509
710	35.40427
711	35.42108
712	35.43502
713	35.44577
714	35.45314
715	35.45692
716	35.45686
717	35.45264
718	35.44410
719	35.43129
720	35.41451
721	35.39410
722	35.37066
723	35.34425
724	35.31510
725	35.28345
726	35.24950
727	35.21342
728	35.17532
729	35.13526
730	35.09322
731	35.04913
732	35.00288
733	34.95441
734	34.90376
735	34.85112
736	34.79678
737	34.74111
738	34.68450
739	34.62743
740	34.57043
741	34.51414
742	34.45982
743	34.40752
744	34.35783
745	34.31123
746	34.26822
747	34.22940
748	34.19547
749	34.16718
750	34.14524
751	34.13030
752	34.12286
753	34.12336
754	34.13234
